"dev_eui (S)","server_time (S)","bridge_dev_eui (S)","contact_class_score (S)","contact_class_score_diff (N)","contact_id (S)","contact_reported_atstamp (N)","contact_type (S)","counter (S)","current_msg_atstamp (N)","data_type (S)","delay (N)","message (S)","message_sent_at (S)","network (S)","port (N)"
"1677912DF5CC","2021-04-05T18:50:20.481Z","277ACAC128203005","0","147","481F","1141088","2","33","1141735","0e","18","121677912df5cc0e00116be70011695601ba760200116956481f93020011696093285b020011696001ba160100116960481f930200116969481f1a02ffffff","2021-04-05T19:01:25.481Z","HELIUM","14"
"1677912DF5CC","2021-04-05T18:50:29.036Z","277ACAC128203005","0","147","01BA","1141097","2","32","1141735","0e","14","0e1677912df5cc0e00116be70011696901ba93020011697201ba1a0200116972481f93020011697c01ba16010011697c481f76020011697c93283302ffffff","2021-04-05T19:01:21.036Z","HELIUM","14"
"1677912DF5CC","2021-04-05T18:50:29.481Z","277ACAC128203005","0","26","481F","1141097","2","33","1141735","0e","18","121677912df5cc0e00116be70011695601ba760200116956481f93020011696093285b020011696001ba160100116960481f930200116969481f1a02ffffff","2021-04-05T19:01:25.481Z","HELIUM","14"
"1677912DF5CC","2021-04-05T18:50:38.036Z","277ACAC128203005","0","147","481F","1141106","2","32","1141735","0e","14","0e1677912df5cc0e00116be70011696901ba93020011697201ba1a0200116972481f93020011697c01ba16010011697c481f76020011697c93283302ffffff","2021-04-05T19:01:21.036Z","HELIUM","14"
"1677912DF5CC","2021-04-05T18:50:48.036Z","277ACAC128203005","0","51","9328","1141116","2","32","1141735","0e","14","0e1677912df5cc0e00116be70011696901ba93020011697201ba1a0200116972481f93020011697c01ba16010011697c481f76020011697c93283302ffffff","2021-04-05T19:01:21.036Z","HELIUM","14"
"1677912DF5CC","2021-04-05T18:50:56.595Z","277ACAC128203005","0","26","481F","1141125","2","31","1141736","0e","9","091677912df5cc0e00116be80011698501ba930200116985481f1a020011698e01ba93020011698e481f93020011699801ba16010011699893287602ffffff","2021-04-05T19:01:16.595Z","HELIUM","14"
"1677912DF5CC","2021-04-05T18:51:05.595Z","277ACAC128203005","0","147","481F","1141134","2","31","1141736","0e","9","091677912df5cc0e00116be80011698501ba930200116985481f1a020011698e01ba93020011698e481f93020011699801ba16010011699893287602ffffff","2021-04-05T19:01:16.595Z","HELIUM","14"
"1677912DF5CC","2021-04-05T18:51:15.595Z","277ACAC128203005","0","118","9328","1141144","2","31","1141736","0e","9","091677912df5cc0e00116be80011698501ba930200116985481f1a020011698e01ba93020011698e481f93020011699801ba16010011699893287602ffffff","2021-04-05T19:01:16.595Z","HELIUM","14"
"1677912DF5CC","2021-04-05T18:51:15.717Z","277ACAC128203005","0","147","481F","1141144","2","29","1141736","0e","0","001677912df5cc0e00116be800116998481f9302001169a1481f1a02001169ab01ba7602001169ab481f9302001169b4481f7602001169b401ba1601ffffff","2021-04-05T19:01:07.717Z","HELIUM","14"
"1677912DF5CC","2021-04-05T18:51:24.717Z","277ACAC128203005","0","26","481F","1141153","2","29","1141736","0e","0","001677912df5cc0e00116be800116998481f9302001169a1481f1a02001169ab01ba7602001169ab481f9302001169b4481f7602001169b401ba1601ffffff","2021-04-05T19:01:07.717Z","HELIUM","14"
"1677912DF5CC","2021-04-05T18:51:34.717Z","277ACAC128203005","0","147","481F","1141163","2","29","1141736","0e","0","001677912df5cc0e00116be800116998481f9302001169a1481f1a02001169ab01ba7602001169ab481f9302001169b4481f7602001169b401ba1601ffffff","2021-04-05T19:01:07.717Z","HELIUM","14"
"1677912DF5CC","2021-04-05T18:51:43.717Z","277ACAC128203005","0","22","01BA","1141172","1","29","1141736","0e","0","001677912df5cc0e00116be800116998481f9302001169a1481f1a02001169ab01ba7602001169ab481f9302001169b4481f7602001169b401ba1601ffffff","2021-04-05T19:01:07.717Z","HELIUM","14"
"1677912DF5CC","2021-04-05T18:51:44.576Z","277ACAC128203005","0","91","9328","1141172","2","30","1141736","0e","4","041677912df5cc0e00116be8001169b493285b02001169bd01ba9302001169bd481f1a02001169c701ba7602001169c7481f9302001169d0481f9302ffffff","2021-04-05T19:01:12.576Z","HELIUM","14"
"1677912DF5CC","2021-04-05T18:51:53.576Z","277ACAC128203005","0","26","481F","1141181","2","30","1141736","0e","4","041677912df5cc0e00116be8001169b493285b02001169bd01ba9302001169bd481f1a02001169c701ba7602001169c7481f9302001169d0481f9302ffffff","2021-04-05T19:01:12.576Z","HELIUM","14"
"1677912DF5CC","2021-04-05T18:52:03.576Z","277ACAC128203005","0","147","481F","1141191","2","30","1141736","0e","4","041677912df5cc0e00116be8001169b493285b02001169bd01ba9302001169bd481f1a02001169c701ba7602001169c7481f9302001169d0481f9302ffffff","2021-04-05T19:01:12.576Z","HELIUM","14"
"1677912DF5CC","2021-04-05T18:52:12.235Z","277ACAC128203005","0","95","01BA","1141200","1","8","1141790","0e","141","8d1677912df5cc0e00116c1e001169d093287602001169d001ba5f01001169d9481f1a02001169d901ba5d02001169e3481f9302001169e301ba3302ffffff","2021-04-05T19:04:23.235Z","HELIUM","14"
"1677912DF5CC","2021-04-05T18:52:12.576Z","277ACAC128203005","0","147","481F","1141200","2","30","1141736","0e","4","041677912df5cc0e00116be8001169b493285b02001169bd01ba9302001169bd481f1a02001169c701ba7602001169c7481f9302001169d0481f9302ffffff","2021-04-05T19:01:12.576Z","HELIUM","14"
