"dev_eui (S)","server_time (S)","bridge_dev_eui (S)","contact_class_score (S)","contact_class_score_diff (N)","contact_id (S)","contact_reported_atstamp (N)","contact_type (S)","counter (S)","current_msg_atstamp (N)","data_type (S)","delay (N)","message (S)","message_sent_at (S)","network (S)","port (N)"
"1677912DF5CC","2021-04-05T18:24:40.811Z","277ACAC128203005","0","147","012D","1139523","2","15","1140050","0e","255","ff1677912df5cc0e0011655200116339481f330200116343481f93020011634301ba930200116343012d93020011634c012d1a020011634c01ba1601ffffff","2021-04-05T18:37:42.811Z","HELIUM","14"
"1677912DF5CC","2021-04-05T18:24:45.210Z","277ACAC128203005","0","93","01BA","1139551","2","26","1140051","0e","0","001677912df5cc0e001165530011635f481f93020011635f01ba5d020011636801ba16010011636893285b0200116368012d160100116368481f7602ffffff","2021-04-05T18:33:05.210Z","HELIUM","14"
"1677912DF5CC","2021-04-05T18:24:45.350Z","277ACAC128203005","0","147","481F","1139532","2","14","1140050","0e","255","ff1677912df5cc0e001165520011634c932876020011634c481f93020011635501ba930200116355481f330200116355012d93020011635f012d7602ffffff","2021-04-05T18:37:38.350Z","HELIUM","14"
"1677912DF5CC","2021-04-05T18:24:49.811Z","277ACAC128203005","0","22","01BA","1139532","1","15","1140050","0e","255","ff1677912df5cc0e0011655200116339481f330200116343481f93020011634301ba930200116343012d93020011634c012d1a020011634c01ba1601ffffff","2021-04-05T18:37:42.811Z","HELIUM","14"
"1677912DF5CC","2021-04-05T18:24:54.210Z","277ACAC128203005","0","118","481F","1139560","2","26","1140051","0e","0","001677912df5cc0e001165530011635f481f93020011635f01ba5d020011636801ba16010011636893285b0200116368012d160100116368481f7602ffffff","2021-04-05T18:33:05.210Z","HELIUM","14"
"1677912DF5CC","2021-04-05T18:24:54.350Z","277ACAC128203005","0","147","012D","1139541","2","14","1140050","0e","255","ff1677912df5cc0e001165520011634c932876020011634c481f93020011635501ba930200116355481f330200116355012d93020011635f012d7602ffffff","2021-04-05T18:37:38.350Z","HELIUM","14"
"1677912DF5CC","2021-04-05T18:25:04.350Z","277ACAC128203005","0","118","012D","1139551","2","14","1140050","0e","255","ff1677912df5cc0e001165520011634c932876020011634c481f93020011635501ba930200116355481f330200116355012d93020011635f012d7602ffffff","2021-04-05T18:37:38.350Z","HELIUM","14"
"1677912DF5CC","2021-04-05T18:25:16.933Z","277ACAC128203005","0","147","481F","1139569","2","13","1140051","0e","255","ff1677912df5cc0e0011655300116371012d93020011637101ba930200116371481f93020011637b012d93020011637b01ba93020011637b481f9302ffffff","2021-04-05T18:37:33.933Z","HELIUM","14"
"1677912DF5CC","2021-04-05T18:25:26.933Z","277ACAC128203005","0","147","481F","1139579","2","13","1140051","0e","255","ff1677912df5cc0e0011655300116371012d93020011637101ba930200116371481f93020011637b012d93020011637b01ba93020011637b481f9302ffffff","2021-04-05T18:37:33.933Z","HELIUM","14"
"1677912DF5CC","2021-04-05T18:25:30.472Z","277ACAC128203005","0","118","9328","1139588","2","12","1140052","0e","255","ff1677912df5cc0e001165540011638401ba5f0100116384012d330200116384481f930200116384932876020011638e012d93020011638e481f9302ffffff","2021-04-05T18:37:29.472Z","HELIUM","14"
"1677912DF5CC","2021-04-05T18:25:36.031Z","277ACAC128203005","0","147","01BA","1139598","2","11","1140052","0e","255","ff1677912df5cc0e001165540011638e01ba93020011639701ba930200116397012d930200116397481f9302001163a001ba5f01001163a093289302ffffff","2021-04-05T18:37:25.031Z","HELIUM","14"
"1677912DF5CC","2021-04-05T18:25:40.472Z","277ACAC128203005","0","147","481F","1139598","2","12","1140052","0e","255","ff1677912df5cc0e001165540011638401ba5f0100116384012d330200116384481f930200116384932876020011638e012d93020011638e481f9302ffffff","2021-04-05T18:37:29.472Z","HELIUM","14"
"1677912DF5CC","2021-04-05T18:25:45.031Z","277ACAC128203005","0","147","481F","1139607","2","11","1140052","0e","255","ff1677912df5cc0e001165540011638e01ba93020011639701ba930200116397012d930200116397481f9302001163a001ba5f01001163a093289302ffffff","2021-04-05T18:37:25.031Z","HELIUM","14"
"1677912DF5CC","2021-04-05T18:25:51.261Z","277ACAC128203005","0","26","012D","1139616","2","27","1140052","0e","0","001677912df5cc0e00116554001163a0481f9302001163a0012d1a02001163aa012d3302001163aa01ba9302001163aa481f9302001163b3481f9302ffffff","2021-04-05T18:33:07.261Z","HELIUM","14"
"1677912DF5CC","2021-04-05T18:25:54.031Z","277ACAC128203005","0","147","9328","1139616","2","11","1140052","0e","255","ff1677912df5cc0e001165540011638e01ba93020011639701ba930200116397012d930200116397481f9302001163a001ba5f01001163a093289302ffffff","2021-04-05T18:37:25.031Z","HELIUM","14"
"1677912DF5CC","2021-04-05T18:26:01.261Z","277ACAC128203005","0","147","481F","1139626","2","27","1140052","0e","0","001677912df5cc0e00116554001163a0481f9302001163a0012d1a02001163aa012d3302001163aa01ba9302001163aa481f9302001163b3481f9302ffffff","2021-04-05T18:33:07.261Z","HELIUM","14"
"1677912DF5CC","2021-04-05T18:26:09.372Z","277ACAC128203005","0","147","9328","1139635","2","5","1140053","0e","234","ea1677912df5cc0e00116555001163b301ba9302001163b393289302001163bc01ba1601001163bc012d1a02001163bc481f7602001163bc93287602ffffff","2021-04-05T18:37:01.372Z","HELIUM","14"
