0,51,3,0,3
0,91,3,2,1
0,26,2,2,3
0,147,2,1,1
0,147,3,0,2
0,147,3,1,0
0,51,1,0,2
0,147,3,0,2
0,51,3,0,3
0,91,0,2,3
0,91,3,2,1
0,51,1,0,2
0,147,3,1,3
0,51,1,0,2
0,147,3,1,1
1,22,0,2,1
1,22,0,2,2
1,22,0,2,2
1,22,0,2,2
1,22,0,1,0
1,22,0,1,3
1,22,0,0,2
1,22,0,0,3
1,22,0,0,3
1,22,0,0,2
1,22,0,1,1
1,22,0,1,1
1,22,0,1,1
1,22,0,1,1
1,22,0,3,1
