1,22,0,1,1
0,147,0,3,1
0,147,3,3,1
0,26,0,3,2
1,22,1,1,3
0,147,0,1,3
1,22,1,1,1
1,22,1,0,3
0,51,3,0,2
1,95,1,0,3
0,51,0,1,3
1,22,1,3,0
0,147,0,1,3
0,147,2,1,3
1,22,1,0,2
0,147,0,0,3
1,22,0,0,0
1,22,1,0,3
0,51,1,2,3
0,118,0,0,0
0,147,3,2,2
1,22,1,0,3
1,22,1,2,0
1,22,1,2,0
0,147,3,2,2
1,22,1,2,0
0,147,3,3,2
0,147,0,1,0
0,147,0,2,0
0,147,2,1,3
1,22,1,2,2
0,147,3,1,3
1,22,1,0,0
1,22,0,3,1
1,22,1,0,0
1,95,1,0,3
0,51,1,1,3
1,22,1,3,1
1,22,2,2,1
0,118,3,0,3
0,51,3,3,1
0,147,2,2,0
0,147,2,0,0
0,147,2,0,0
0,91,2,3,2
1,22,1,1,1
1,22,1,2,1
1,22,1,0,2
1,22,0,0,2
1,22,1,0,2
1,95,0,0,2
0,26,1,1,1
0,26,0,3,1
1,22,1,2,2
0,147,0,2,1
1,22,1,2,1
1,22,1,1,3
1,22,1,1,3
0,147,0,3,2
0,26,0,0,3
